index_latest,countryiso3code,growth_year_latest,growth_latest,index_prev,growth_year_prev,growth_prev,growth_momentum,growth_score
146,BIH,2024,2.48004708382834,147.0,2023.0,1.99439520319464,0.48565188063370024,43.755102040816325
430,SAU,2024,1.80795515147298,431.0,2023.0,0.542592439393161,1.2653627120798188,42.73469387755102
96,WLD,2024,2.86326302627853,97.0,2023.0,2.94333273070461,-0.08006970442608008,42.285714285714285
102,DZA,2024,3.29999999939609,103.0,2023.0,4.10000000005964,-0.8000000006635499,42.08163265306122
284,IRL,2024,1.22133429898928,285.0,2023.0,-5.5300073886596,6.75134168764888,41.836734693877546
372,NRU,2024,1.76025162233491,373.0,2023.0,0.64641033466782,1.11384128766709,41.0204081632653
510,USA,2024,2.79619035621393,511.0,2023.0,2.88755600905984,-0.09136565284590992,40.897959183673464
182,COL,2024,1.7438014504116,183.0,2023.0,0.712380031974334,1.031421418437266,40.36734693877551
68,NAC,2024,2.70006925323977,69.0,2023.0,2.78414041057677,-0.0840711573370001,39.0204081632653
218,GNQ,2024,0.907248245986736,219.0,2023.0,-5.08930872071532,5.996556966702056,38.97959183673469
229,FRO,2023,2.4890581166362,,,,,38.93877551020408
126,BHR,2024,3.01724839092739,127.0,2023.0,3.87811614845566,-0.8608677575282702,38.44897959183673
46,LCN,2024,2.26525883124424,47.0,2023.0,2.25304157617971,0.012217255064530086,38.44897959183673
492,TUN,2024,1.35065253490181,493.0,2023.0,0.0391565674939329,1.311495967407877,38.12244897959184
99,AFG,2023,2.26694373649188,,,,,37.51020408163265
172,CAF,2024,1.53963247482849,173.0,2023.0,0.69996838992121,0.83966408490728,37.30612244897959
330,LUX,2024,1.03161671348924,331.0,2023.0,-0.693632727692318,1.725249441181558,37.102040816326536
494,TUR,2024,3.18402435479221,495.0,2023.0,5.11116818488702,-1.9271438300948098,37.10204081632652
448,SLB,2024,2.53934191702432,449.0,2023.0,2.65636186734713,-0.1170199503228102,36.57142857142858
394,OMN,2024,1.67407663008134,395.0,2023.0,1.18713489558853,0.48694173449281,36.16326530612245
250,GRC,2024,2.27173622615105,251.0,2023.0,2.33212444945818,-0.060388223307129785,36.08163265306122
202,CZE,2024,1.12038462698665,203.0,2023.0,-0.0552618201120225,1.1756464470986725,35.836734693877546
489,TON,2023,2.08415583636545,,,,,35.51020408163265
280,IRN,2024,3.0400003094751,281.0,2023.0,5.04489019512138,-2.0048898856462802,35.30612244897959
50,TLA,2024,2.2441060750872,51.0,2023.0,2.33861319300279,-0.09450711791558986,34.20408163265306
362,MNE,2024,3.04031579750065,363.0,2023.0,6.33769754243548,-3.29738174493483,34.0
270,HKG,2024,2.5411975388228,271.0,2023.0,3.21448901714471,-0.6732914783219099,33.673469387755105
224,SWZ,2024,2.64070461612,225.0,2023.0,3.44447831200682,-0.8037736958868202,33.673469387755105
20,ECS,2024,1.51578451105712,21.0,2023.0,1.06944651645084,0.44633799460628,33.6734693877551
472,SWE,2024,0.973832212948594,473.0,2023.0,-0.114161935397789,1.087994148346383,33.63265306122449
296,JOR,2024,2.48889409603647,297.0,2023.0,2.88408339281683,-0.3951892967803601,33.51020408163265
222,EST,2024,-0.261006210060856,223.0,2023.0,-3.02303874520777,2.762032535146914,33.30612244897959
474,CHE,2024,1.30233332541106,475.0,2023.0,0.683328174376044,0.6190051510350161,33.30612244897959
490,TTO,2024,1.65060334585279,491.0,2023.0,1.42711339770401,0.22348994814877998,33.265306122448976
376,NLD,2024,0.979674921515965,377.0,2023.0,0.0745608349011775,0.9051140866147875,33.06122448979592
399,PLW,2023,1.87703198392599,,,,,32.93877551020408
504,UKR,2024,2.91382221470535,505.0,2023.0,5.53473354745886,-2.6209113327535096,32.89795918367347
216,SLV,2024,2.60202016121069,217.0,2023.0,3.5391566928735,-0.93713653166281,32.6530612244898
444,SVK,2024,2.06167771773576,445.0,2023.0,2.16814911569574,-0.10647139795998006,32.6530612244898
508,GBR,2024,1.10066786639271,509.0,2023.0,0.39708234553963,0.7035855208530801,32.48979591836734
272,HUN,2024,0.512305790657138,273.0,2023.0,-0.842528840639091,1.354834631296229,31.95918367346939
4,ARB,2024,1.54891912399356,5.0,2023.0,1.5043551993806,0.044563924612960104,31.346938775510203
468,SDN,2024,-13.4932920592869,469.0,2023.0,-29.4332718325149,15.939979773228002,31.26530612244898
484,TLS,2024,-2.18912155633342,485.0,2023.0,-18.1247909563732,15.93566940003978,31.26530612244898
26,EUU,2024,1.02536782724844,27.0,2023.0,0.455502395989242,0.5698654312591979,31.183673469387756
48,LAC,2024,2.01211386184328,49.0,2023.0,2.18856946058862,-0.17645559874533978,30.938775510204074
400,PAN,2024,2.86166663523247,401.0,2023.0,7.39930155626219,-4.537634921029721,30.857142857142854
336,MWI,2024,1.82685000010194,337.0,2023.0,1.89245798756383,-0.06560798746189,30.53061224489796
72,OED,2024,1.78452408783704,73.0,2023.0,1.82330715907888,-0.038783071241839995,29.918367346938773
64,TMN,2024,2.16135713353849,65.0,2023.0,2.89299751449825,-0.7316403809597603,29.877551020408163
60,MEA,2024,1.94187490391739,61.0,2023.0,2.15375824850238,-0.21188334458498992,29.83673469387755
78,PST,2024,1.7925252956905,79.0,2023.0,1.86086159205388,-0.06833629636338001,29.836734693877546
428,STP,2024,0.900000598992492,429.0,2023.0,0.372252775001456,0.527747823991036,29.51020408163265
234,FRA,2024,1.16613851497229,235.0,2023.0,0.936487518850853,0.22965099612143702,29.387755102040813
214,EGY,2024,2.3991692678251,215.0,2023.0,3.76028052279247,-1.36111125496737,28.897959183673464
168,CAN,2024,1.5280811085284,169.0,2023.0,1.52874550838358,-0.0006643998551798536,27.836734693877553
18,EMU,2024,0.863297007609859,19.0,2023.0,0.418696305054439,0.44460070255541995,27.551020408163268
307,KOR,2023,1.35673324311098,,,,,27.51020408163265
232,FIN,2024,-0.154214821070312,233.0,2023.0,-0.946904862611035,0.792690041540723,27.142857142857142
412,PRT,2024,1.92844406043977,413.0,2023.0,2.61312854351023,-0.6846844830704599,26.97959183673469
62,MNA,2024,1.96587398658066,63.0,2023.0,2.83836718283921,-0.8724931962585498,26.61224489795918
28,FCS,2024,1.65398949959956,29.0,2023.0,1.96188263793231,-0.3078931383327499,25.591836734693878
354,FSM,2024,0.719083511742554,355.0,2023.0,0.482147762457146,0.236935749285408,25.22448979591837
208,DMA,2024,2.052738472526,209.0,2023.0,3.65221012208734,-1.5994716495613401,25.020408163265305
140,BMU,2024,2.10536882220231,141.0,2023.0,4.91721557264164,-2.8118467504393303,24.08163265306122
446,SVN,2024,1.59101479921402,447.0,2023.0,2.11259098460627,-0.5215761853922498,23.795918367346935
496,TKM,2024,2.26411722659043,497.0,2023.0,6.30015758549871,-4.036040358908281,23.714285714285715
290,ITA,2024,0.725792380234424,291.0,2023.0,0.715372500867531,0.010419879366893037,23.183673469387752
253,GRL,2023,0.865961986998158,,,,,22.93877551020408
530,ZWE,2024,2.02948414337123,531.0,2023.0,5.33677037339527,-3.3072862300240398,21.42857142857143
244,DEU,2024,-0.238526858256165,245.0,2023.0,-0.266438401180253,0.02791154292408804,21.10204081632653
134,BEL,2024,1.01889862506124,135.0,2023.0,1.201691781997,-0.18279315693576015,21.10204081632653
366,MOZ,2024,1.85177502474457,367.0,2023.0,5.4368591229252,-3.58508409818063,19.428571428571427
452,ZAF,2024,0.579853692303914,453.0,2023.0,0.698485193724835,-0.11863150142092094,18.448979591836736
352,MEX,2024,1.4540624784799,353.0,2023.0,3.2953909570288,-1.8413284785489001,18.081632653061224
319,LBN,2023,-0.760584470257314,,,,,18.081632653061224
144,BOL,2024,1.38468278972252,145.0,2023.0,3.08196521047731,-1.69728242075479,17.755102040816325
118,AUS,2024,1.4311125201703,119.0,2023.0,3.44199220009025,-2.0108796799199498,17.183673469387756
197,CUB,2023,-1.92937123169681,,,,,16.081632653061224
477,SYR,2023,-1.20726420279644,,,,,16.081632653061224
288,ISR,2024,0.871968424377442,289.0,2023.0,1.82652049482384,-0.954552070446398,15.387755102040815
460,KNA,2024,1.1664402290746,461.0,2023.0,4.32855771559805,-3.1621174865234503,14.244897959183673
112,ARG,2024,-1.71910514722377,113.0,2023.0,-1.61100162090189,-0.10810352632187992,13.387755102040817
418,ROU,2024,0.81368720348209,419.0,2023.0,2.40427177912809,-1.590584575646,12.57142857142857
120,AUT,2024,-1.17354053552188,121.0,2023.0,-0.954962529389121,-0.21857800613275902,12.285714285714285
356,MDA,2024,0.103059412450989,357.0,2023.0,1.2,-1.096940587549011,12.204081632653061
294,JPN,2024,0.0836985643852159,295.0,2023.0,1.47503481053384,-1.391336246148624,11.061224489795917
380,NZL,2024,-0.126462418567272,381.0,2023.0,1.39425181563566,-1.520714234202932,10.53061224489796
310,KWT,2024,-2.56011113294544,311.0,2023.0,-1.66720589738431,-0.89290523556113,8.489795918367347
274,ISL,2024,0.516863121729386,275.0,2023.0,5.64646181923563,-5.129598697506244,7.999999999999999
316,LVA,2024,-0.44249112634327,317.0,2023.0,2.85421800106587,-3.29670912740914,6.693877551020408
368,MMR,2024,-0.97204641363362,369.0,2023.0,0.958446625126115,-1.930493038759735,5.551020408163265
324,LBY,2024,-0.605832526910618,325.0,2023.0,10.1558181770326,-10.761650703943218,5.428571428571428
292,JAM,2024,-0.718806911772319,293.0,2023.0,2.60466305532201,-3.3234699670943293,5.142857142857142
282,IRQ,2024,-1.54525198318304,283.0,2023.0,0.517705525131191,-2.062957508314231,5.061224489795919
266,HTI,2024,-4.16963395808132,267.0,2023.0,-1.86388420254838,-2.3057497555329403,4.6938775510204085
148,BWA,2024,-2.98986879467928,149.0,2023.0,3.20806812224438,-6.19793691692366,2.857142857142857
212,ECU,2024,-2.00125476341026,213.0,2023.0,1.98823813984235,-3.9894929032526103,2.857142857142857
524,PSE,2024,-26.5575264529877,525.0,2023.0,-4.55580428525744,-22.00172216773026,2.857142857142857
